"","X","region","population","sex","age","education","income","statusquo","vote","vote_yes"
"2401",2666,"M",87500,"M",18,"S",15000,0.16797,"N",0
"2402",2667,"M",87500,"M",38,"P",15000,1.33029,"U",NA
"2403",2668,"M",87500,"F",22,"P",35000,0.33831,"U",NA
"2404",2669,"M",87500,"F",67,"P",7500,-1.29617,"N",0
"2405",2670,"M",87500,"M",33,"P",15000,-1.02512,"Y",1
"2406",2671,"M",87500,"M",42,"PS",125000,1.318,"Y",1
"2407",2672,"M",87500,"F",27,"S",35000,1.47693,"Y",1
"2408",2673,"M",87500,"F",36,"PS",75000,1.29875,"Y",1
"2409",2674,"M",87500,"F",20,"PS",75000,-0.6093,"U",NA
"2410",2675,"M",87500,"M",21,"S",75000,-0.49903,"N",0
"2411",2676,"M",87500,"M",26,"S",15000,0.51739,"Y",1
"2412",2677,"M",87500,"M",38,"P",7500,-1.19458,"U",NA
"2413",2678,"M",87500,"F",41,"P",35000,1.54243,"Y",1
"2414",2679,"M",87500,"F",57,"P",35000,1.54947,"Y",1
"2415",2680,"M",87500,"F",21,"P",35000,1.35,"Y",1
"2416",2681,"M",15000,"M",34,"P",15000,-1.33066,"N",0
"2417",2682,"M",15000,"M",51,"P",7500,-1.25795,"N",0
"2418",2683,"M",15000,"F",25,"P",2500,0.35489,"Y",1
"2419",2686,"M",15000,"F",62,"P",15000,1.44059,"Y",1
"2420",2687,"M",15000,"M",32,"S",15000,1.51655,"Y",1
"2421",2688,"M",15000,"F",43,"P",35000,-0.17755,"Y",1
"2422",2689,"M",15000,"M",56,"P",15000,1.46057,"Y",1
"2423",2691,"M",15000,"M",20,"P",35000,0.85425,"Y",1
"2424",2692,"M",15000,"F",21,"S",35000,1.22231,"Y",1
"2425",2693,"M",15000,"F",19,"P",2500,-0.33442,"U",NA
"2426",2694,"M",15000,"F",41,"P",7500,-0.61449,"U",NA
"2427",2695,"M",15000,"M",42,"S",35000,-0.00233,"U",NA
"2428",2696,"M",15000,"M",42,"P",15000,-1.26247,"N",0
"2429",2697,"M",15000,"F",28,"P",15000,1.3295,"Y",1
"2430",2698,"M",15000,"F",44,"P",75000,1.42045,"Y",1
"2431",2700,"M",15000,"M",20,"PS",35000,1.38179,"Y",1
